source_har,search_query,page,rank_in_page,record_kind,source_object,rc_type,content_type,content_id,uuid,title,content,content_chars,author_id,author_nickname,create_time_utc,show_time_utc,source_url,entity_data_id,dedupe_key
www.nowcoder.com.har,数据分析面经,2,11,POST,contentData,207,250,355655240769695744,6bada0eadfd74465990385a8e8aa1f7b,美的-数据分析面经,美的-数据分析（2021秋招） 美的一面（群面）： 1.每人两分钟简单自我介绍 2.情景业务题，无领导小组讨论 3.推举一人总结复盘 4.面试官提问 美的二面： 1.实习简单介绍，核心指标有哪些，统计日报的维度,105,288446377,sf冲冲冲,2022-05-16 02:06:57 UTC,2022-05-16 02:06:57 UTC,https://www.nowcoder.com/feed/main/detail/6bada0eadfd74465990385a8e8aa1f7b,953420,uuid:6bada0eadfd74465990385a8e8aa1f7b
www.nowcoder.com.har,数据分析面经,2,12,POST,contentData,207,250,929910854944849920,de32ab2a97a3480a8851e63a6e7272dd,携程面经 携程产品经理岗面经-01,通过数据分析来辅助决策或发现问题的经历。你当时的目标是什么?分析了哪些数据?得出了什么结论? 你当时使用的数据分析方法或工具有哪些?...你会如何着手分析这个问题? 你会从哪些维度去收集信息和数据来更全面地理解这个问题?(例如用户行为数据、用户访谈、竞品分析等) 基于你的初步分析，你会提出哪些可能的产品优化方向?...(需要具体说明分析维度、可能用到的数据、研究方法等 针对可能的若干原因，请分别提出至少一个产品层面的解决方案，并天内一述你的设计逻辑和预期效果 面经 09 面试岗位：携程 产品经理岗 ｜ 面试时间：2025...你会设计一个怎样的用户研究和数据分析方案来深挖背后的原因?...相较他人，你在数据产品领域有哪些突出优势？请举例说明 面经 13 面试岗位：携程 产品经理岗 ｜ 面试时间：2025 年 8 月 19 日 看你之前的实习是数据产品，你有了解过其他产品经理的类型吗？...并说明你为什么会优先考虑某个方向 请分享一个你在实习或项目中，,431,646661816,林小白zii,2026-09-16 17:33:45 UTC,2026-09-16 17:33:45 UTC,https://www.nowcoder.com/feed/main/detail/de32ab2a97a3480a8851e63a6e7272dd,1676223,uuid:de32ab2a97a3480a8851e63a6e7272dd
www.nowcoder.com.har,数据分析面经,2,13,POST,contentData,207,250,353158403138723840,cc14663318d94a219b85615c5e19dc04,腾讯数据分析,腾讯数据分析真的招人吗。。。为什么看了一圈都没有什么面经啊，8.9被捞了一次后面再也没有消息了。。。。,51,623591389,周蜀杰,2021-09-02 08:40:49 UTC,2021-09-02 08:40:49 UTC,https://www.nowcoder.com/feed/main/detail/cc14663318d94a219b85615c5e19dc04,728809,uuid:cc14663318d94a219b85615c5e19dc04
www.nowcoder.com.har,数据分析面经,2,14,MOMENT,momentData,201,74,1631737,d2480fbf7166457c8de46030d97f90ae,美的数据分析岗笔试面经,#软件开发2023笔面经# 这个谈不上面经吧，毕竟当时抱着试一试的心态投的，然后笔试以为是考行测的内容，结果考了三个还是四个sql的代码题，因为我自己主要用python。,85,825138842,小汤圆erʚྀིɞ,,2023-03-16 14:38:54 UTC,https://www.nowcoder.com/feed/main/detail/d2480fbf7166457c8de46030d97f90ae,1631737,uuid:d2480fbf7166457c8de46030d97f90ae
www.nowcoder.com.har,数据分析面经,2,15,POST,contentData,207,250,353156321958633472,c9a53b46e7d44d67929d10e4d5ba3952,网易严选 数据分析 面经,.电商的最重要的指标 6.什么时候能实习、对数据分析岗的期望等一些个人情况了解 反问的时候忘记问一下面试官超级会员到底应该怎么定价，感觉答得不太好，求大佬们出来指点一下 许愿二面...1.介绍项目，介绍实习 2.对数据分析岗位的了解 3.超级会员目的，怎么定价，怎么衡量收益 （这不就是笔试问答题吗……） 4.问了一下我对SQL的了解情况（自学，没实际操作过），口头上问了两道SQL 5,193,218644038,牛客218644038号,2020-04-15 06:46:49 UTC,2020-04-15 07:50:23 UTC,https://www.nowcoder.com/feed/main/detail/c9a53b46e7d44d67929d10e4d5ba3952,408720,uuid:c9a53b46e7d44d67929d10e4d5ba3952
www.nowcoder.com.har,数据分析面经,2,16,POST,contentData,207,250,353158311207968768,af44f0713e8b431f86b8af58872b20df,思特奇数据分析面经,数据分析岗 通过 一面 7.29 二面 8.2 后面还做了笔试题，不难 一面 差不多20min 有没有实习过 为什么不找自己项目方向的工作 可视化：柱形图和直方图的区别 散点图的作用，什么时候用 数据库...：自连接和外连接的区别 in和exists的区别 机器学习：介绍一下线性回归 反问 二面 30min 自我介绍 做过的项目 项目中遇到的困难，怎么解决的 最近让自己有成就感的一件事 为什么想做数据分析,204,606766571,Danah,2021-08-21 14:13:49 UTC,2021-08-21 14:13:49 UTC,https://www.nowcoder.com/feed/main/detail/af44f0713e8b431f86b8af58872b20df,715377,uuid:af44f0713e8b431f86b8af58872b20df
www.nowcoder.com.har,数据分析面经,2,17,POST,contentData,207,250,928257290623254528,b402eaf6c0024320acdc4317b627c0b0,美团面经-美团算法岗面经-06,假设某品类交易规模增长停滞，你会如何通过数据分析找到原因并提出解决方案?...项目中的指令数据是你自己构造的吗？是否自己尝试过对指令数据做修改？ 有没有尝试修改项目中的Prompt？Prompt的准确度如何评估？ Prompt调试有做过吗？ 模型压缩这一块知道哪些具体的方法？...模型训练过程中出现部分节点失活的情况，数据应该怎么处理？ 了解哪些强化学习算法？off-policy的举几个例子。 讲讲PPO和GRPO 看过什么论文？...链表hot100变形题 能实习多久 什么时候入职 面经 05 面试岗位：算法岗 ｜ 面试时间：2025 年 10 月 29 日 讲一下最近很火的onerec吧？...手撕：二叉树中序遍历非递归 面经 12 面试岗位：算法岗 ｜ 面试时间：2025 年 10 月 15 日 问实习项目 softmax中的温度系数有什么用？,380,646661816,林小白zii,2026-09-12 04:03:04 UTC,2026-09-12 04:03:04 UTC,https://www.nowcoder.com/feed/main/detail/b402eaf6c0024320acdc4317b627c0b0,1675260,uuid:b402eaf6c0024320acdc4317b627c0b0
www.nowcoder.com.har,数据分析面经,2,18,POST,contentData,207,250,353158647083638784,74eaec5ef1164c8ba62c260b26981690,老板电器 数据分析 面经,4、数据干扰会怎么处理？ 5、自己有什么特质，能够胜任这份工作？ 6、期望薪资,39,82233553,Angel_WU,2021-09-29 12:05:49 UTC,2021-09-29 12:51:21 UTC,https://www.nowcoder.com/feed/main/detail/74eaec5ef1164c8ba62c260b26981690,762492,uuid:74eaec5ef1164c8ba62c260b26981690
www.nowcoder.com.har,数据分析面经,2,19,MOMENT,momentData,201,74,1631707,3425487d7d0c46fc912683ab4f13799c,4399数据分析岗笔试面经,#软件开发2023笔面经# 前段时间投了4399数据分析方向，本来是15号晚上七点的笔试，忘记参加了顺延到了16号上午九点，内容比想象的多，有十个选择题，涉及面很广，数据结构问时间复杂度的,94,825138842,小汤圆erʚྀིɞ,,2023-03-16 14:16:24 UTC,https://www.nowcoder.com/feed/main/detail/3425487d7d0c46fc912683ab4f13799c,1631707,uuid:3425487d7d0c46fc912683ab4f13799c
www.nowcoder.com.har,数据分析面经,2,20,POST,contentData,207,250,353156203863810048,014b9e10b8ff41e9b966743888a581e0,数据分析专员面经,发帖分享面经求offer！！！ 公司：三七互娱 一面 问题： 1. 自我介绍 2. 为什么不找英语相关的工作（本科商英专业，英语专八） 3. 从校内经历中学到了什么 4.,85,905750088,吃不饱的杰克很喜欢走神,2020-03-24 10:33:31 UTC,2020-03-26 12:02:36 UTC,https://www.nowcoder.com/feed/main/detail/014b9e10b8ff41e9b966743888a581e0,390567,uuid:014b9e10b8ff41e9b966743888a581e0
www.nowcoder.com.har,数据分析面经,1,1,MOMENT,momentData,201,74,2912829,26145c8aa8e443f0a259340e7381c260,海信—大数据开发—面经,AI基础薄弱，希望引入人才把总部AI能力落地本地业务，分析生产效率、设备预警、人员配比合理性。入职后对接总部AI团队，评估AI成熟度，筛选可落地场景复制到本地，这块业务目前还未开展。...我们团队没有专职数据岗位，需要复合型人才，既要做业务功能开发，也要做数据梳理、接口调用。第三组是硬件相关业务。 #秋招面试记录# ...A：IT小团队整体规模多大，人员构成如何，专职做数据有多少人？...面试时间：9.18 面试公司：海信 面试岗位：大数据开发 Q：请做一下自我介绍。 Q：秋招情况？ Q：学业情况？ Q：实习或者在校期间，你遇到最有挑战性的一件事是什么？...Q：你们的数据，服务对象是谁，用来做什么？ Q：有没有参与AI模型、AI功能本身的开发？ Q：你有没有实际参与数仓分层的设计？ Q：简历提到大表Join打散优化治理，该工作主要解决哪些问题？,378,403525033,AAA野生原子弹批发,,2026-09-18 07:37:46 UTC,https://www.nowcoder.com/feed/main/detail/26145c8aa8e443f0a259340e7381c260,2912829,uuid:26145c8aa8e443f0a259340e7381c260
www.nowcoder.com.har,数据分析面经,1,2,POST,contentData,207,250,929910054369624064,33ac89fe6325442fb2dd87be74c38606,米哈游面经 米哈游数据开发与数据分析岗面经-01,面经 01 面试岗位：米哈游 数据开发与数据分析岗 ｜ 面试时间：2025 年 10 月 25 日 搭建用户增长分析模型时，你认为宏观趋势视角下哪些关键因素需重点关注?...面经 05 面试岗位：米哈游 数据开发与数据分析岗 ｜ 面试时间：2025 年 10 月 15 日 请先做个简单的自我介绍？...面经 06 面试岗位：米哈游 数据开发与数据分析岗 ｜ 面试时间：2025 年 10 月 15 日 请先做个简单的自我介绍？...面经 08 面试岗位：米哈游 数据开发与数据分析岗 ｜ 面试时间：2025 年 9 月 16 日 请简单介绍一下自己，包括专业背景和数据分析相关的项目经历 你为什么想申请米哈游的用户增长数据分析实习岗位...面经 02 面试岗位：米哈游 数据开发与数据分析岗 ｜ 面试时间：2025 年 10 月 25 日 在迭代游戏经济数值时，需要考虑哪些关键因素?,393,646661816,林小白zii,2026-09-16 17:30:34 UTC,2026-09-16 17:30:34 UTC,https://www.nowcoder.com/feed/main/detail/33ac89fe6325442fb2dd87be74c38606,1676221,uuid:33ac89fe6325442fb2dd87be74c38606
www.nowcoder.com.har,数据分析面经,1,3,MOMENT,momentData,201,74,2911220,4ba1476a1cfb4e58bb8c1d3cdd4667bd,量化面经,追问了memory order这个场景怎么分析，锁的公平性怎么优化 我没看过glibc pthread的实现，这个方式比较糊弄（两状态lock/unlocked）...第一次面量化方向的岗位，记录一下面试经历 我面的岗是qd/交易系统开发/infra 主要是传统私募量化，明泓，佳琪，一个币圈量化avenir 其他的都得笔试，九坤非凸啥的，不想做所以一直拖 量化不怎么问项目，所以面经我觉得比较有代表性...追问了rcu怎么平滑回收，塞队列里后台异步消费 仲阳天王星问的 一个单线程dag调度器，给一个线程池，如果并行化这个dag调度器..入度=0做bulk，对一些数据结构加锁 佳期问的 用futex_wait_private,314,128263122,rfoe,,2026-09-19 13:15:30 UTC,https://www.nowcoder.com/feed/main/detail/4ba1476a1cfb4e58bb8c1d3cdd4667bd,2911220,uuid:4ba1476a1cfb4e58bb8c1d3cdd4667bd
www.nowcoder.com.har,数据分析面经,1,4,POST,contentData,207,250,929731959624859648,baa6bead830a48ff823fcc2a1e12e89d,嵌入式大厂面经汇总100+大厂面经总结,长稳数据） 面经里反复出现的...DMA 开了 D-Cache 之后数据为什么偶发错？...RTOS：只会 xTaskCreate、发个队列、点个灯 算会用：能按优先级拆任务，知道 ISR 里能调什么、不能调什么 算熟悉：能讲清抢占、同优先级时间片、临界区、队列/信号量/互斥量选型 算真正理解：能分析优先级反转...主线清楚了，面经才会从“信息焦虑”变成“可执行的准备清单”。.../RTOS 或 Linux/驱动，二选一做深，另一条保持能对话 再打穿 C 基础与调试：指针/内存、中断并发、HardFault/死机/通信异常三类排障故事 只深挖 1 个能扛追问的项目：准备架构图、数据流...） 关键设计与取舍（为什么选 DMA / RTOS 任务拆分 / 驱动框架） 至少一个故障闭环（现象 → 假设 → 证据 → 修复 → 回归） 结果可验证（log、波形、压力测试、,388,441351987,嵌进现实的大厂梦,2026-09-16 05:42:53 UTC,2026-09-16 05:42:53 UTC,https://www.nowcoder.com/feed/main/detail/baa6bead830a48ff823fcc2a1e12e89d,1675998,uuid:baa6bead830a48ff823fcc2a1e12e89d
www.nowcoder.com.har,数据分析面经,1,5,POST,contentData,207,250,930467268939481088,d4bddc02d51c4fa999f65c5a2bed9989,腾讯内推腾讯面经,分享一些面经： 第一轮技术面 闭包作用及实际应用场景 HTTP/1.1、HTTP/2、HTTP/3的核心差异 实现红绿灯控制效果（异步时序逻辑） React Hooks的设计动机与类组件对比 浏览器事件代理原理及实际应用...3-5年技术深耕方向 对腾讯业务生态的理解与岗位匹配度 团队冲突解决案例与反思 高强度工作下的抗压与时间管理方法 技术影响力构建路径（开源、技术分享） 职业规划与长期发展目标 离职原因与岗位期望匹配度分析...复杂项目技术选型标准（框架对比、工具链评估） 设计一个通用组件库的架构方案 微前端实现原理与落地场景 手写队列数据结构及线程安全实现 超大字符串存储与高效查询方案 前端监控系统设计（埋点、异常捕获）...） 浏览器渲染流程与重排/重绘优化 跨域解决方案（JSONP、CORS、代理） 第二轮技术面 低代码平台技术难点与扩展性设计 首屏加载性能优化策略（SSR、CDN、缓存） WebSocket断线重连与数据一致性保障,427,371509618,腾讯内推小能手,2026-09-18 06:24:44 UTC,2026-09-18 06:24:44 UTC,https://www.nowcoder.com/feed/main/detail/d4bddc02d51c4fa999f65c5a2bed9989,1676647,uuid:d4bddc02d51c4fa999f65c5a2bed9989
www.nowcoder.com.har,数据分析面经,1,6,MOMENT,momentData,201,74,2777281,be80030d412d463982e05b286aadffea,小米数据分析校招面经,1.了解埋点吗 2.sql: 次日留存率七日留存率 每个科目排行前三用户 3.怎么体现你的沟通能力(跨部门沟通 4.硕士研究方向 5.实习经历/比赛经历 6.职业规划 7.随即森林，时序，逻辑回归介绍，随机森林如何调参 8.能不能介绍一个从头到尾的机器学习工作 9.特征工程怎么做，流程 10.11、12正则化 11.kmeans调整k值如何调整 12.卡方检验 13.ab实验中的辛普森悖论如何避免 业务题: 1.围绕拉新活动构建数据指标体系,222,290231273,BellezzaBianca,,2026-01-03 14:30:00 UTC,https://www.nowcoder.com/feed/main/detail/be80030d412d463982e05b286aadffea,2777281,uuid:be80030d412d463982e05b286aadffea
www.nowcoder.com.har,数据分析面经,1,7,POST,contentData,207,250,929180674542563328,67a3fade3f704245ad6fb944347e47b9,拼多多面经 拼多多数据开发与数据分析岗面经-01,面经 01 面试岗位：拼多多 数据开发与数据分析岗 ｜ 面试时间：2025 年 12 月 25 日 A品类首次购买后 30 天内复购率 各复购间隔的用户分布 异动分析项目 AB 实验项目 回归分析项目...面经 05 面试岗位：拼多多 数据开发与数据分析岗 ｜ 面试时间：2025 年 10 月 10 日 请做一个简短的自我介绍，重点说明与数据分析、统计建模或业务分析相关的学习/实践经历 你为什么应聘拼多多数据分析师岗位...请举例说明常用统计方法（如假设检验、回归分析）的应用场景 面经 06 面试岗位：拼多多 数据开发与数据分析岗 ｜ 面试时间：2025 年 9 月 26 日 平时做分析，主要会用到哪些数据表？...面经 14 面试岗位：拼多多 数据开发与数据分析岗 ｜ 面试时间：2025 年 8 月 8 日 数据分析能力咋样，会重点关注什么数据 你认为作为产品经理要具备最重要的软能力和硬能力是什么？...用好 面经 08 面试岗位：拼多多 数据开发与数据分析岗 ｜ 面试时间：2025 年 9 月 21 日 sql要提升。有关**率，窗口函数要提升 简历。,485,646661816,林小白zii,2026-09-14 17:12:16 UTC,2026-09-14 17:12:16 UTC,https://www.nowcoder.com/feed/main/detail/67a3fade3f704245ad6fb944347e47b9,1675687,uuid:67a3fade3f704245ad6fb944347e47b9
www.nowcoder.com.har,数据分析面经,1,8,POST,contentData,207,250,799697787196538880,8067045a6c4f4a92876b7b04e3d5a7f7,滴滴数据分析面经,一面：重SQL1. 简历深挖（问项目的背景，方法，遇到的困难）2. 假如某一天某一地区的滴滴乘客用户急剧下降，你应该如何分析3. 介绍一下自己熟悉的模型评价指标4. SQL熟练度5. 两道SQL题：（max、窗口函数）6. 平常使用什么打车软件：滴滴和高德打车的区别在哪里二面：重思想1. 简历深挖（涉及python）2. 简单介绍一下GBDT和随机森林的区别3. AB实验了解么？干什么的？能使用到任何场景么？4. 估算一下楼下咖啡店的销售额（费米问题）5. 你对数据分析岗位的理解和未来职业规划？,250,623980821,AranciaSucrosa,2025-09-22 09:53:30 UTC,2025-09-22 09:53:30 UTC,https://www.nowcoder.com/feed/main/detail/8067045a6c4f4a92876b7b04e3d5a7f7,1560904,uuid:8067045a6c4f4a92876b7b04e3d5a7f7
www.nowcoder.com.har,数据分析面经,1,9,MOMENT,momentData,201,74,2819290,8e1f8ce6c39546bfb6126ace65d1e408,途游数据分析面经,📍面试公司：途游 💻面试岗位：数据分析 ❓面试问题：一轮面试官自我介绍是部门面，面试官挺健谈的。 第一个问题：深挖实习/项目经历，让我自己挑选两个去介绍，我介绍了一段实习一段竞赛项目，面试官展开了追问，大致问题就是模型是怎么选择的，难点是什么，数据是怎么清洗的。 第二个问题：玩什么游戏，分享一下，然后进而引申到如何评估游戏的不平衡性，和问我如何评估我现在玩的这个游戏的不平衡性和排位机制的不平衡性上。 第三个问题：有没有对ai的使用和探索，我展示了我一个cursor搓的网页，并展示了我如同小作文一般的提示词，面试官说现在都是探索阶段，ai确实能替代一些dw 总的来讲就这三个大问题，但是总体面试了四十多分钟，和面试官交流也比较充分，在我回答完问题之后面试官也会发表一些看法并追问。 4/1 update一下，应该是挂了，没收到拒信但是从面试到现在已经五天了没消息，回想了一下应该是排位机制平衡性这里回答的不好，只说了我对elo机制的思考和我自己认为的改进方法，可能太片面了毕竟排位平衡的方法有很多。主包本身很少玩游戏，打游戏也是单机偏多很少玩要排位上分的（太累了），对这个的了解确实不多,495,36479805,想奋斗的勇士在攒经验,,2026-04-02 05:34:26 UTC,https://www.nowcoder.com/feed/main/detail/8e1f8ce6c39546bfb6126ace65d1e408,2819290,uuid:8e1f8ce6c39546bfb6126ace65d1e408
www.nowcoder.com.har,数据分析面经,1,10,MOMENT,momentData,201,74,2841142,c46a935d2efc4f788e903690644c1fe1,美的美少年数据分析终面面经,1.自我介绍。 2.作为应届毕业生，应聘数据分析师岗位的优势和不足分别是什么？ 3.针对不足，入职后打算如何补足业务思维？ 4.分享一个从 0 到 1 学习新环境 / 新技能 / 新知识的完整案例。 追问：上述学习过程中遇到了什么困难，如何解决？这次技术迭代的学习过程中，对你后续工作技能提升有哪些影响？整个学习过程大概花费了多长时间？ 5.日常使用的数据分析工具有哪些？ 追问：Power BI 的使用场景与用途是什么？ 6.数据清洗 / 预处理通常做哪些工作？缺失值、异常值如何处理？ 追问：重要数据无法直接删除或简单填充时，怎么解决？ 7.分享一个你作为项目负责人 / 组长的数据相关项目（背景、职责、分工、工具、成果）。 追问：该项目上线后是否做过效果追踪与复盘分析？这个项目对你个人最大提升是什么？团队成员工作延期时，你如何沟通解决？ 8.未来 1-3 年职业规划是什么？想成为什么样的数据分析师？ 9.除基础能力外，你有哪些特质适合带领小组、推动工作？ 10.你沟通能力不错的底层原因是什么（换位思考 / 说服影响他人）？ 11.反问,473,815334182,谦虚的莲雾在写周报,,2026-04-23 07:54:33 UTC,https://www.nowcoder.com/feed/main/detail/c46a935d2efc4f788e903690644c1fe1,2841142,uuid:c46a935d2efc4f788e903690644c1fe1
www.nowcoder.com.har,数据分析面经,1,11,MOMENT,momentData,201,74,2777221,0d16451410894d0fbe6326490edf67b7,美团数据分析一面 实习面经 20min,"1. 实习介绍 2. [SQL] t(student_id, course_id, grade) - 查找每个学生最高成绩及其对应的课程，如果最高成绩并列，取course_id小的 - Output(student_id, course_id, grade) 3. 大众点评笔记软件优缺点 4. 行为问题 5. 反问",158,380863801,LuceLuna,,2026-01-03 09:20:00 UTC,https://www.nowcoder.com/feed/main/detail/0d16451410894d0fbe6326490edf67b7,2777221,uuid:0d16451410894d0fbe6326490edf67b7
